,1,1,1,Event,Cold War,II,,,,,2 strongest civilizations score 6 science,
,1,1,1,Event,Crime Wave,II,,,,,2 weakest civilizations lose 3 culture and 1 blue token,
,1,1,1,Event,Economic Progress,II,,,,,Each player's mines and farms produce immediately; do not ignore consumption & corruption,
,1,1,1,Event,Emigration,II,,,,,"Each civilization loses half of its uncontent workers, rounded up (return to yellow bank)",
,1,1,1,Event,Iconoclasm,II,,,,,Discard all leaders that are not from the current age,
,1,1,1,Event,Independence Declaration,II,,,,,Weakest civilization loses 1 colony (player choice),
,1,1,1,Event,International Agreement,II,,,,,Strongest civilization may immediately take up to 5 civil actions in cards; miss next pol. act.; replenish card row;,
,1,1,1,Event,National Pride,II,,,,,Civilization with the most culture points scores 5 culture,
,1,1,1,Event,Popularization of Science,II,,,,,Each civilization scores culture = to its science rating,
,1,1,1,Event,Ravages of Time,II,,,,,Each player chooses 1 of their Age A or I wonders & turns it face down; effects are lost; produces +2 culture,
,1,1,1,Event,Refugees,II,,,,,Weakest civilization loses 3 culture and 1 pop; strongest gains 3 culture and 1 pop,
,1,1,1,Event,Terrorism,II,,,,,The civilization with the least culture points destroys 1 urban building of each other civilization,
Event,1,1,1,Territory,Developed Territory,II,+2 blue & +2 yellow,,5 science,,,
,1,1,1,Territory,Fertile Territory,II,+4 yellow tokens,,5 food,,,
,1,1,1,Territory,Historic Territory,II,+2 happy face,,11 culture,,,
,1,1,1,Territory,Inhabited Territory,II,+3 yellow tokens,,Increase 2 pop,,,
,1,1,1,Territory,Strategic Territory,II,+4 strength,,5 mil cards,,,
,1,1,1,Territory,Wealthy Territory,II,+3 blue tokens,,8 resources,,,
,,,,,,,,,,,,
,1,1,1,Event,Impact of Agriculture,III,,,,,Each civilization scores culture = farms' food production,
,1,1,1,Event,Impact of Architecture,III,,,,,Each civilization scores culture = level of urban buildings,
,1,1,1,Event,Impact of Colonies,III,,,,,Each civilization scores culture = 4 per colony,
,1,1,1,Event,Impact of Competition,III,,,,,Each civilization scores culture = level of military units and arenas,
,1,1,1,Event,Impact of Government,III,,,,,Each civilization scores 2 culture per civil action and 1 culture per military action,
,1,1,1,Event,Impact of Happiness,III,,,,,Each civilization scores 2 culture per happy face (max 16) and loses 2 per discontent worker,
,1,1,1,Event,Impact of Industry,III,,,,,Each civilization scores culture = mines' resource production,
,1,1,1,Event,Impact of Population,III,,,,,Each civilization scores 2 culture per content worker above 10,
,1,1,1,Event,Impact of Progress,III,,,,,Each civilization scores 2 culture per level of government and special technologies,
,1,1,1,Event,Impact of Science,III,,,,,"Score culture according to science rating: 10/0 for 2er, 14/7/0 for 3er, 15/10/5/0 for 4er",
,1,1,1,Event,Impact of Strength,III,,,,,"Score culture according to strength: 10/0 for 2er, 14/7/0 for 3er, 15/10/5/0 for 4er",
,1,1,1,Event,Impact of Technology,III,,,,,Each civilization scores 4 culture per level III technologies (level II in Advanced game),
,1,1,1,Event,Impact of Wonders,III,,,,,"Each civilization scores culture for its wonders: 5 for age A, 4 for age I, 3 for age II, 2 for age III",
